feature,importance
F3268,0.0
F3267,0.0
F3266,0.0
F3265,0.0
F3264,0.0
F3272,0.0
F2663_missing,0.0
F2662_missing,0.0
F2660_missing,0.0
F2659_missing,0.0
F2657_missing,0.0
F2656_missing,0.0
F2654_missing,0.0
F2653_missing,0.0
F7_missing,0.0
F2651_missing,0.0
F2650_missing,0.0
F2648_missing,0.0
F2647_missing,0.0
F2645_missing,0.0
F2644_missing,0.0
F2642_missing,0.0
F2641_missing,0.0
F2652_missing,0.0
F2685_missing,0.0
F2684_missing,0.0
F2683_missing,0.0
F2682_missing,0.0
F2681_missing,0.0
F2680_missing,0.0
F2679_missing,0.0
F2678_missing,0.0
F2665_missing,0.0
F2676_missing,0.0
F2675_missing,0.0
F2674_missing,0.0
F2672_missing,0.0
F2671_missing,0.0
F2669_missing,0.0
F2668_missing,0.0
F2666_missing,0.0
F2677_missing,0.0
F2596_missing,0.0
F2595_missing,0.0
F2594_missing,0.0
F2593_missing,0.0
F2592_missing,0.0
F2591_missing,0.0
F2590_missing,0.0
F2589_missing,0.0
F2633_missing,0.0
F2587_missing,0.0
F2586_missing,0.0
F2585_missing,0.0
F2584_missing,0.0
F2583_missing,0.0
F2582_missing,0.0
F2581_missing,0.0
F2580_missing,0.0
F2588_missing,0.0
F2631_missing,0.0
F2630_missing,0.0
F2628_missing,0.0
F2627_missing,0.0
F2626_missing,0.0
F2625_missing,0.0
F2624_missing,0.0
F2623_missing,0.0
F2597_missing,0.0
F2621_missing,0.0
F2619_missing,0.0
F2618_missing,0.0
F2616_missing,0.0
F2615_missing,0.0
F2613_missing,0.0
F2612_missing,0.0
F2610_missing,0.0
F2598_missing,0.0
F2622_missing,0.0
F2763_missing,0.0
F2761_missing,0.0
F2760_missing,0.0
F2758_missing,0.0
F2757_missing,0.0
F2755_missing,0.0
F2754_missing,0.0
F2752_missing,0.0
F2686_missing,0.0
F2750_missing,0.0
F2749_missing,0.0
F2748_missing,0.0
F2747_missing,0.0
F2746_missing,0.0
